customer_id,customer_name,email,phone,city,state,pincode,customer_segment,registration_date
10028,Customer_10028,customer10028@example.com,9332968651,Ludhiana,Haryana,484096,Consumer,2022-03-04
10029,Customer_10029,customer10029@example.com,9579546681,Delhi,West Bengal,484096,Consumer,2023-05-19
10030,Customer_10030,customer10030@example.com,9206328085,Bengaluru,Karnataka,484096,Consumer,2023-10-30
10031,Customer_10031,customer10031@example.com,9130349564,Ahmedabad,Maharashtra,484096,Consumer,2023-03-25
10032,Customer_10032,customer10032@example.com,9881447915,Chennai,Kerala,484096,Consumer,2025-12-22
10033,Customer_10033,customer10033@example.com,9199052376,Delhi,Punjab,484096,Consumer,2024-05-17
10034,Customer_10034,customer10034@example.com,9277077808,Mumbai,Gujarat,484096,Consumer,2025-12-21
10035,Customer_10035,customer10035@example.com,9206406362,Bengaluru,Kerala,484096,Corporate,2025-12-15
10036,Customer_10036,customer10036@example.com,9580404538,Ahmedabad,Maharashtra,484096,Consumer,2025-09-07
10037,Customer_10037,customer10037@example.com,9743647998,Bengaluru,Maharashtra,484096,Corporate,2023-11-11
10038,Customer_10038,customer10038@example.com,9699121577,Ludhiana,Tamil Nadu,484096,Consumer,2025-04-04
10039,Customer_10039,customer10039@example.com,9300427519,Kochi,Punjab,484096,Consumer,2026-06-09
10040,Customer_10040,customer10040@example.com,9281009883,Delhi,Haryana,484096,Corporate,2026-07-31
10041,Customer_10041,customer10041@example.com,9599770319,Kolkata,Telangana,484096,Consumer,2023-04-06
10042,Customer_10042,customer10042@example.com,9985063869,Gurugram,Karnataka,484096,Consumer,2023-04-04
10043,Customer_10043,customer10043@example.com,9489151677,Bengaluru,Tamil Nadu,484096,Home Office,2025-04-27
10044,Customer_10044,customer10044@example.com,9251079598,Mumbai,Uttar Pradesh,484096,Consumer,2023-04-09
10045,Customer_10045,customer10045@example.com,9608464061,Mumbai,Punjab,484096,Corporate,2024-06-30
10046,Customer_10046,customer10046@example.com,9957592370,Jaipur,Tamil Nadu,484096,Consumer,2023-01-14
10047,Customer_10047,customer10047@example.com,9668919915,Bengaluru,West Bengal,484096,Corporate,2024-10-22
10048,Customer_10048,customer10048@example.com,9161136438,Gurugram,Karnataka,484096,Consumer,2026-06-30
10049,Customer_10049,customer10049@example.com,9496917567,Hyderabad,Kerala,484096,Consumer,2022-12-30
10050,Customer_10050,customer10050@example.com,9299502978,Ludhiana,Rajasthan,484096,Consumer,2022-03-13
10051,Customer_10051,customer10051@example.com,9572190436,Lucknow,Uttar Pradesh,484096,Consumer,2025-12-21
10052,Customer_10052,customer10052@example.com,9561901618,Kochi,Delhi,484096,Consumer,2023-09-30
10053,Customer_10053,customer10053@example.com,9874414982,Gurugram,Tamil Nadu,484096,Consumer,2025-04-08
10054,Customer_10054,customer10054@example.com,9832395540,Lucknow,Maharashtra,484096,Consumer,2025-05-13
10055,Customer_10055,customer10055@example.com,9961137736,Lucknow,Telangana,484096,Consumer,2022-12-03
10056,Customer_10056,customer10056@example.com,9379394470,Kolkata,Rajasthan,484096,Consumer,2026-02-04
10057,Customer_10057,customer10057@example.com,9156972561,Jaipur,Tamil Nadu,484096,Home Office,2022-07-14
10058,Customer_10058,customer10058@example.com,9954206851,Gurugram,Tamil Nadu,484096,Consumer,2026-08-21
10059,Customer_10059,customer10059@example.com,9925500248,Gurugram,Gujarat,484096,Consumer,2024-10-08
10060,Customer_10060,customer10060@example.com,9371820813,Kolkata,Gujarat,484096,Consumer,2023-10-15
10061,Customer_10061,customer10061@example.com,9350814705,Bengaluru,Rajasthan,484096,Consumer,2025-07-22
10062,Customer_10062,customer10062@example.com,9681609465,Bengaluru,Haryana,484096,Home Office,2022-01-07
10063,Customer_10063,customer10063@example.com,9334564360,Bengaluru,Kerala,484096,Consumer,2024-06-23
10064,Customer_10064,customer10064@example.com,9168574553,Chennai,Gujarat,484096,Home Office,2024-09-05
10065,Customer_10065,customer10065@example.com,9519498548,Lucknow,Maharashtra,484096,Consumer,2023-07-20
10066,Customer_10066,,9891274835,Chennai,Uttar Pradesh,484096,Corporate,2023-09-08
10067,Customer_10067,customer10067@example.com,9916698734,Jaipur,Delhi,484096,Consumer,2023-07-27
10068,Customer_10068,customer10068@example.com,9887110843,Kochi,Karnataka,484096,Home Office,2023-08-22
10069,Customer_10069,customer10069@example.com,9624150214,Kolkata,Delhi,484096,Consumer,2024-02-09
10070,Customer_10070,customer10070@example.com,9572432043,Gurugram,Delhi,484096,Consumer,2025-04-16
10071,Customer_10071,customer10071@example.com,9457319431,Ludhiana,Karnataka,484096,Consumer,2022-08-30
10072,Customer_10072,customer10072@example.com,9247697582,Lucknow,Gujarat,484096,Consumer,2025-05-11
10073,Customer_10073,customer10073@example.com,9844595490,Chennai,Rajasthan,484096,Home Office,2026-04-16
10074,Customer_10074,customer10074@example.com,9784275917,Chennai,Karnataka,484096,Consumer,2026-01-25
10075,Customer_10075,customer10075@example.com,9705850704,Ahmedabad,Kerala,484096,Consumer,2025-01-08
10076,Customer_10076,customer10076@example.com,9137709731,Chennai,Kerala,484096,Corporate,2026-03-27
10077,Customer_10077,customer10077@example.com,9882698033,Kochi,Punjab,484096,Consumer,2025-12-11
10078,Customer_10078,customer10078@example.com,9798027879,Hyderabad,West Bengal,484096,Home Office,2024-02-05
10079,Customer_10079,customer10079@example.com,9123027075,Gurugram,Haryana,484096,Corporate,2023-01-19
10080,Customer_10080,customer10080@example.com,9365047041,Hyderabad,Uttar Pradesh,484096,Consumer,2023-01-26
10081,Customer_10081,customer10081@example.com,9852288765,Gurugram,Telangana,484096,Home Office,2024-06-14
10082,Customer_10082,customer10082@example.com,9186191493,Kolkata,Gujarat,484096,Consumer,2023-11-19
10083,Customer_10083,customer10083@example.com,9993102645,Gurugram,Haryana,484096,Consumer,2025-02-23
10084,Customer_10084,customer10084@example.com,9300619113,Hyderabad,Karnataka,484096,Consumer,2026-02-26
10085,Customer_10085,customer10085@example.com,9390770691,Gurugram,West Bengal,484096,Consumer,2022-02-16
10086,Customer_10086,customer10086@example.com,9893943861,Kolkata,Telangana,484096,Corporate,2026-02-08
10087,Customer_10087,customer10087@example.com,9234489564,Kolkata,Uttar Pradesh,484096,Home Office,2023-09-11
10088,Customer_10088,customer10088@example.com,9496360081,Jaipur,Uttar Pradesh,484096,Consumer,2023-04-09
10089,Customer_10089,customer10089@example.com,9207944665,Gurugram,Gujarat,484096,Consumer,2022-05-03
10090,Customer_10090,customer10090@example.com,9957937451,Ludhiana,Karnataka,484096,Home Office,2026-02-06
10091,Customer_10091,customer10091@example.com,9913891745,Ahmedabad,Haryana,484096,Consumer,2022-05-14
10092,Customer_10092,customer10092@example.com,9723415497,Bengaluru,Rajasthan,484096,Consumer,2026-07-01
10093,Customer_10093,customer10093@example.com,9722028733,Mumbai,Haryana,484096,Consumer,2024-04-20
10094,Customer_10094,customer10094@example.com,9858744035,Kolkata,Haryana,484096,Home Office,2026-05-05
10095,Customer_10095,customer10095@example.com,9520477197,Delhi,Uttar Pradesh,484096,Consumer,2024-04-28
10096,Customer_10096,customer10096@example.com,9838194223,Bengaluru,Rajasthan,484096,Corporate,2023-08-30
10097,Customer_10097,customer10097@example.com,9428740110,Kochi,Rajasthan,484096,Corporate,2022-01-23
10098,Customer_10098,customer10098@example.com,9480072391,Lucknow,Gujarat,484096,Consumer,2023-07-20
10099,Customer_10099,customer10099@example.com,9402554573,Gurugram,Telangana,484096,Consumer,2024-02-05
10100,Customer_10100,customer10100@example.com,9941739990,Hyderabad,Tamil Nadu,484096,Corporate,2024-08-22
10101,Customer_10101,customer10101@example.com,9189482491,Mumbai,Delhi,484096,Consumer,2022-08-23
10102,Customer_10102,customer10102@example.com,9294249720,Delhi,Delhi,484096,Corporate,2024-09-22
10103,Customer_10103,customer10103@example.com,9423541287,Bengaluru,Uttar Pradesh,484096,Home Office,2024-12-18
10104,Customer_10104,customer10104@example.com,9506019796,Gurugram,Tamil Nadu,484096,Consumer,2025-04-02
10105,Customer_10105,customer10105@example.com,9695614415,Jaipur,Telangana,484096,Corporate,2024-04-05
10106,Customer_10106,customer10106@example.com,9191693393,Lucknow,Tamil Nadu,484096,Corporate,2022-08-04
10107,Customer_10107,customer10107@example.com,9270476398,Mumbai,Gujarat,484096,Corporate,2025-04-21
10108,Customer_10108,customer10108@example.com,9438175028,Ahmedabad,Haryana,484096,Consumer,2026-05-12
10109,Customer_10109,customer10109@example.com,9472593431,Jaipur,Uttar Pradesh,484096,Consumer,2023-10-19
10110,Customer_10110,customer10110@example.com,9558502041,Delhi,Rajasthan,484096,Consumer,2024-07-23
10111,Customer_10111,customer10111@example.com,9232862715,Kochi,Kerala,484096,Corporate,2025-01-18
10112,Customer_10112,customer10112@example.com,9559708603,Mumbai,Uttar Pradesh,484096,Consumer,2022-11-07
10113,Customer_10113,customer10113@example.com,9283378299,Jaipur,Delhi,484096,Corporate,2023-07-11
10114,Customer_10114,customer10114@example.com,9211665644,Lucknow,Telangana,484096,Consumer,2024-08-29
10115,Customer_10115,customer10115@example.com,9705264936,Ahmedabad,Tamil Nadu,484096,Consumer,2022-09-14
10116,Customer_10116,customer10116@example.com,9298743196,Jaipur,Telangana,484096,Consumer,2023-06-17
10117,Customer_10117,customer10117@example.com,9324184334,Chennai,Gujarat,484096,Corporate,2026-04-06
10118,Customer_10118,customer10118@example.com,9809816108,Ahmedabad,Uttar Pradesh,484096,Consumer,2022-02-21
10119,Customer_10119,customer10119@example.com,9420192576,Delhi,Karnataka,484096,Consumer,2025-09-23
10120,Customer_10120,customer10120@example.com,9167157848,Kochi,Uttar Pradesh,484096,Consumer,2025-04-09
10121,Customer_10121,customer10121@example.com,9844753672,Lucknow,Rajasthan,484096,Corporate,2024-12-26
10122,Customer_10122,customer10122@example.com,9195540567,Ludhiana,Uttar Pradesh,484096,Consumer,2026-07-07
10123,Customer_10123,customer10123@example.com,9722261376,Gurugram,West Bengal,484096,Consumer,2022-10-27
10124,Customer_10124,customer10124@example.com,9953477355,Hyderabad,Gujarat,484096,Home Office,2023-11-03
10125,Customer_10125,customer10125@example.com,9286780295,Hyderabad,Maharashtra,484096,Corporate,2024-02-17
10126,Customer_10126,customer10126@example.com,9123717335,Hyderabad,Gujarat,484096,Home Office,2024-04-11
10127,Customer_10127,customer10127@example.com,9160472382,Mumbai,Tamil Nadu,484096,Consumer,2022-08-20
10128,Customer_10128,customer10128@example.com,9381154698,Delhi,Kerala,484096,Consumer,2024-09-01
10129,Customer_10129,customer10129@example.com,9954021618,Lucknow,Maharashtra,484096,Home Office,2024-12-27
10130,Customer_10130,customer10130@example.com,9988445520,Ahmedabad,Tamil Nadu,484096,Consumer,2026-03-10
10131,Customer_10131,customer10131@example.com,9272552610,Mumbai,Tamil Nadu,484096,Corporate,2022-01-28
10132,Customer_10132,customer10132@example.com,9191355424,Delhi,Rajasthan,484096,Consumer,2026-07-10
10133,Customer_10133,customer10133@example.com,9555094650,Gurugram,Rajasthan,484096,Consumer,2024-12-10
10134,Customer_10134,customer10134@example.com,9418019332,Chennai,Punjab,484096,Consumer,2025-07-07
10135,Customer_10135,customer10135@example.com,9857206505,Lucknow,Haryana,484096,Consumer,2023-08-14
10136,Customer_10136,customer10136@example.com,9565856742,Hyderabad,Delhi,484096,Consumer,2024-02-24
10137,Customer_10137,customer10137@example.com,9748870905,Jaipur,Haryana,484096,Consumer,2023-09-12
10138,Customer_10138,customer10138@example.com,9597653800,Ludhiana,Haryana,484096,Home Office,2023-08-09
10139,Customer_10139,customer10139@example.com,9808496411,Lucknow,Kerala,484096,Consumer,2024-09-28
10140,Customer_10140,customer10140@example.com,9585775494,Kolkata,Delhi,484096,Corporate,2022-07-03
10141,Customer_10141,customer10141@example.com,9529662408,Kochi,Karnataka,484096,Corporate,2024-11-12
10142,Customer_10142,customer10142@example.com,9629561415,Delhi,Maharashtra,484096,Consumer,2022-05-09
10143,Customer_10143,customer10143@example.com,9956634123,Bengaluru,Telangana,484096,Consumer,2022-10-18
10144,Customer_10144,customer10144@example.com,9447454369,Gurugram,Haryana,484096,Corporate,2023-05-16
10145,Customer_10145,customer10145@example.com,9509783328,Chennai,Kerala,484096,Consumer,2022-07-05
10146,Customer_10146,customer10146@example.com,9372981039,Gurugram,Punjab,484096,Corporate,2023-04-24
10147,Customer_10147,customer10147@example.com,9618910454,Lucknow,Uttar Pradesh,484096,Corporate,2026-05-14
10148,Customer_10148,customer10148@example.com,9361917078,Bengaluru,Uttar Pradesh,484096,Home Office,2023-05-07
10149,Customer_10149,customer10149@example.com,9825167677,Kolkata,Tamil Nadu,484096,Consumer,2023-05-28
10150,Customer_10150,customer10150@example.com,9422909911,Ahmedabad,Delhi,484096,Consumer,2026-07-25
10151,Customer_10151,customer10151@example.com,9812631076,Jaipur,Tamil Nadu,484096,Consumer,2024-12-26
10152,Customer_10152,customer10152@example.com,9492121003,Bengaluru,Kerala,484096,Consumer,2023-04-12
10153,Customer_10153,customer10153@example.com,9690804839,Delhi,West Bengal,484096,Home Office,2022-10-12
10154,Customer_10154,customer10154@example.com,9206179285,Hyderabad,West Bengal,484096,Consumer,2023-08-24
10155,Customer_10155,customer10155@example.com,9689324250,Kolkata,Punjab,484096,Consumer,2025-12-11
10156,Customer_10156,customer10156@example.com,9363038498,Jaipur,Telangana,484096,Corporate,2025-01-28
10157,Customer_10157,customer10157@example.com,9670916578,Ludhiana,Rajasthan,484096,Consumer,2022-07-08
10158,Customer_10158,customer10158@example.com,9613653348,Chennai,Rajasthan,484096,Consumer,2024-09-15
10159,Customer_10159,customer10159@example.com,9524831618,Hyderabad,Delhi,484096,Consumer,2024-06-08
10160,Customer_10160,customer10160@example.com,9146321408,Lucknow,Delhi,484096,Home Office,2023-01-23
10161,Customer_10161,customer10161@example.com,9363183577,Bengaluru,Haryana,484096,Consumer,2022-08-29
10162,Customer_10162,customer10162@example.com,9190053374,Jaipur,West Bengal,484096,Home Office,2023-02-21
10163,Customer_10163,customer10163@example.com,9126063245,Kochi,Haryana,484096,Consumer,2022-06-25
10164,Customer_10164,customer10164@example.com,9273660954,Mumbai,Rajasthan,484096,Corporate,2023-01-22
10165,Customer_10165,customer10165@example.com,9197636744,Kochi,Maharashtra,484096,Corporate,2026-02-03
10166,Customer_10166,customer10166@example.com,9862532878,Ahmedabad,Maharashtra,484096,Consumer,2024-05-02
10167,Customer_10167,customer10167@example.com,9576272473,Kochi,Delhi,484096,Consumer,2025-06-10
10168,Customer_10168,customer10168@example.com,9209174313,Ludhiana,Tamil Nadu,484096,Consumer,2023-10-25
10169,Customer_10169,customer10169@example.com,9913194107,Ahmedabad,Rajasthan,484096,Corporate,2023-03-28
10170,Customer_10170,customer10170@example.com,9563390156,Kolkata,Maharashtra,484096,Consumer,2022-10-04
10171,Customer_10171,customer10171@example.com,9966377394,Chennai,Rajasthan,484096,Consumer,2025-06-06
10172,Customer_10172,customer10172@example.com,9234987326,Kolkata,Gujarat,484096,Consumer,2025-04-09
10173,Customer_10173,customer10173@example.com,9726049887,Mumbai,Uttar Pradesh,484096,Consumer,2022-08-01
10174,Customer_10174,customer10174@example.com,9685878246,Delhi,West Bengal,484096,Consumer,2025-07-29
10175,Customer_10175,customer10175@example.com,9376406835,Chennai,Haryana,484096,Consumer,2022-02-10
10176,Customer_10176,customer10176@example.com,9371766524,Kochi,Rajasthan,484096,Consumer,2025-02-19
10177,Customer_10177,customer10177@example.com,9136810847,Gurugram,Uttar Pradesh,484096,Home Office,2025-06-04
10178,Customer_10178,customer10178@example.com,9939735171,Delhi,Gujarat,484096,Corporate,2022-10-21
10179,Customer_10179,customer10179@example.com,9776742877,Chennai,Haryana,484096,Consumer,2023-08-23
10180,Customer_10180,customer10180@example.com,9698424036,Chennai,Rajasthan,484096,Home Office,2025-07-14
10181,Customer_10181,customer10181@example.com,9548469222,Mumbai,Delhi,484096,Corporate,2023-06-25
10182,Customer_10182,customer10182@example.com,9788839404,Lucknow,Uttar Pradesh,484096,Home Office,2023-03-27
10183,Customer_10183,customer10183@example.com,9271116174,Kochi,Haryana,484096,Consumer,2026-01-12
10184,Customer_10184,customer10184@example.com,9123841962,Mumbai,Rajasthan,484096,Consumer,2024-12-20
10185,Customer_10185,customer10185@example.com,9972141340,Chennai,Uttar Pradesh,484096,Consumer,2026-03-06
10186,Customer_10186,customer10186@example.com,9928299788,Jaipur,Gujarat,484096,Corporate,2025-03-16
10187,Customer_10187,customer10187@example.com,9430626207,Delhi,Rajasthan,484096,Consumer,2024-02-29
10188,Customer_10188,customer10188@example.com,9524623942,Mumbai,Rajasthan,484096,Consumer,2022-11-30
10189,Customer_10189,customer10189@example.com,9270731194,Lucknow,Rajasthan,484096,Consumer,2024-06-09
10190,Customer_10190,customer10190@example.com,9936594930,Bengaluru,Punjab,484096,Consumer,2025-03-11
10191,Customer_10191,customer10191@example.com,9792440149,Kolkata,Telangana,484096,Consumer,2022-02-13
10192,Customer_10192,customer10192@example.com,9660355099,Chennai,Punjab,484096,Consumer,2022-05-24
10193,Customer_10193,customer10193@example.com,9871795521,Kochi,Delhi,484096,Consumer,2022-11-29
10194,Customer_10194,customer10194@example.com,9634096553,Gurugram,Gujarat,484096,Consumer,2024-09-24
10195,Customer_10195,customer10195@example.com,9349625132,Bengaluru,Punjab,484096,Home Office,2026-03-01
10196,Customer_10196,customer10196@example.com,9295995197,Ahmedabad,Haryana,484096,Corporate,2025-11-20
10197,Customer_10197,customer10197@example.com,9672964792,Hyderabad,Kerala,484096,Home Office,2022-02-24
10198,Customer_10198,customer10198@example.com,9553094388,Lucknow,Telangana,484096,Corporate,2025-08-23
10199,Customer_10199,customer10199@example.com,9621669253,Gurugram,Tamil Nadu,484096,Consumer,2024-05-19
10200,Customer_10200,customer10200@example.com,9987059227,Hyderabad,Kerala,484096,Consumer,2025-12-17
10201,Customer_10201,customer10201@example.com,9330519835,Lucknow,Telangana,484096,Corporate,2025-12-11
10202,Customer_10202,customer10202@example.com,9901312299,Kochi,West Bengal,484096,Consumer,2026-08-24
10203,Customer_10203,customer10203@example.com,9815154771,Jaipur,West Bengal,484096,Consumer,2024-03-07
10204,Customer_10204,customer10204@example.com,9712286237,Kochi,Rajasthan,484096,Consumer,2022-11-21
10205,Customer_10205,customer10205@example.com,9672434365,Kolkata,Telangana,484096,Consumer,2026-08-22
10206,Customer_10206,customer10206@example.com,9268973642,Bengaluru,Tamil Nadu,484096,Consumer,2022-03-21
10207,Customer_10207,customer10207@example.com,9419309439,Delhi,Telangana,484096,Consumer,2024-11-20
10208,Customer_10208,customer10208@example.com,9346703609,Lucknow,Delhi,484096,Consumer,2024-09-11
10209,Customer_10209,customer10209@example.com,9624363766,Kochi,Kerala,484096,Corporate,2025-02-09
10210,Customer_10210,customer10210@example.com,9727457371,Delhi,Delhi,484096,Consumer,2023-07-12
10211,Customer_10211,customer10211@example.com,9556545752,Kolkata,Tamil Nadu,484096,Consumer,2024-05-14
10212,Customer_10212,customer10212@example.com,9392072678,Chennai,Telangana,484096,Consumer,2023-12-18
10213,Customer_10213,customer10213@example.com,9773573053,Ahmedabad,Uttar Pradesh,484096,Corporate,2026-05-07
10214,Customer_10214,customer10214@example.com,9572669408,Bengaluru,Delhi,484096,Consumer,2026-08-01
10215,Customer_10215,customer10215@example.com,9195057280,Kolkata,Delhi,484096,Consumer,2023-04-17
10216,Customer_10216,customer10216@example.com,9734324250,Kolkata,Maharashtra,484096,Consumer,2022-03-15
10217,Customer_10217,customer10217@example.com,9860672189,Kochi,Telangana,484096,Consumer,2026-04-26
10218,Customer_10218,customer10218@example.com,9102235000,Jaipur,Delhi,484096,Home Office,2026-02-11
10219,Customer_10219,customer10219@example.com,9392121203,Hyderabad,Punjab,484096,Home Office,2023-08-12
10220,Customer_10220,,9540529868,Ahmedabad,Gujarat,484096,Consumer,2025-11-11
10221,Customer_10221,customer10221@example.com,9575584232,Bengaluru,Telangana,484096,Consumer,2023-07-18
10222,Customer_10222,customer10222@example.com,9335283714,Chennai,West Bengal,484096,Corporate,2025-12-27
10223,Customer_10223,customer10223@example.com,9129859174,Chennai,Maharashtra,484096,Consumer,2025-12-06
10224,Customer_10224,customer10224@example.com,9807191493,Mumbai,Delhi,484096,Consumer,2023-04-12
10225,Customer_10225,customer10225@example.com,9146159303,Kolkata,Maharashtra,484096,Consumer,2023-08-22
10226,Customer_10226,customer10226@example.com,9246412954,Lucknow,West Bengal,484096,Home Office,2026-07-03
10227,Customer_10227,customer10227@example.com,9819024776,Jaipur,Tamil Nadu,484096,Consumer,2024-09-18
10228,Customer_10228,customer10228@example.com,9926506464,Ahmedabad,Tamil Nadu,484096,Consumer,2024-01-07
10229,Customer_10229,customer10229@example.com,9614817842,Kochi,Kerala,484096,Corporate,2024-09-20
10230,Customer_10230,customer10230@example.com,9183375337,Chennai,Telangana,484096,Consumer,2022-09-05
10231,Customer_10231,customer10231@example.com,9476304299,Bengaluru,West Bengal,484096,Consumer,2026-05-24
10232,Customer_10232,customer10232@example.com,9928540878,Mumbai,Karnataka,484096,Home Office,2025-02-17
10233,Customer_10233,customer10233@example.com,9822804538,Bengaluru,Kerala,484096,Consumer,2022-03-08
10234,Customer_10234,customer10234@example.com,9414404213,Jaipur,Karnataka,484096,Consumer,2023-07-27
10235,Customer_10235,customer10235@example.com,9180705119,Lucknow,Telangana,484096,Consumer,2025-09-12
10236,Customer_10236,customer10236@example.com,9349546199,Mumbai,Rajasthan,484096,Consumer,2023-12-04
10237,Customer_10237,customer10237@example.com,9971959784,Mumbai,Maharashtra,484096,Consumer,2023-04-15
10238,Customer_10238,customer10238@example.com,9760721331,Hyderabad,Maharashtra,484096,Consumer,2023-05-08
10239,Customer_10239,customer10239@example.com,9588035440,Ahmedabad,Tamil Nadu,484096,Consumer,2023-10-25
10240,Customer_10240,customer10240@example.com,9378710077,Mumbai,Karnataka,484096,Corporate,2022-10-13
10241,Customer_10241,customer10241@example.com,9116816569,Ludhiana,Punjab,484096,Consumer,2026-06-20
10242,Customer_10242,customer10242@example.com,9107654909,Hyderabad,Haryana,484096,Consumer,2022-11-08
10243,Customer_10243,customer10243@example.com,9943120422,Hyderabad,Delhi,484096,Consumer,2022-11-05
10244,Customer_10244,customer10244@example.com,9318520688,Jaipur,Delhi,484096,Corporate,2024-02-14
10245,Customer_10245,customer10245@example.com,9736028516,Ludhiana,Delhi,484096,Consumer,2025-01-25
10246,Customer_10246,,9249638768,Delhi,Tamil Nadu,484096,Consumer,2024-08-22
10247,Customer_10247,customer10247@example.com,9258428240,Bengaluru,West Bengal,484096,Consumer,2025-02-10
10248,Customer_10248,customer10248@example.com,9172073914,Lucknow,Punjab,484096,Consumer,2026-07-19
10249,Customer_10249,customer10249@example.com,9570575216,Gurugram,Uttar Pradesh,484096,Consumer,2023-04-01
10250,Customer_10250,customer10250@example.com,9111506305,Bengaluru,Karnataka,484096,Corporate,2026-01-26
10251,Customer_10251,customer10251@example.com,9791648731,Mumbai,Punjab,484096,Consumer,2022-05-12
10252,Customer_10252,customer10252@example.com,9321099573,Lucknow,Kerala,484096,Consumer,2024-07-18
10253,Customer_10253,customer10253@example.com,9241951830,Chennai,Karnataka,484096,Consumer,2024-08-22
10254,Customer_10254,customer10254@example.com,9223035620,Delhi,Punjab,484096,Corporate,2024-07-17
10255,Customer_10255,customer10255@example.com,9508327903,Chennai,Haryana,484096,Consumer,2022-05-01
10256,Customer_10256,customer10256@example.com,9779746784,Ludhiana,Punjab,484096,Consumer,2025-05-05
10257,Customer_10257,customer10257@example.com,9677034624,Chennai,Punjab,484096,Consumer,2026-02-14
10258,Customer_10258,customer10258@example.com,9876124029,Kochi,Punjab,484096,Consumer,2023-09-26
10259,Customer_10259,customer10259@example.com,9722318721,Ahmedabad,Maharashtra,484096,Consumer,2024-06-15
10260,Customer_10260,customer10260@example.com,9232863028,Bengaluru,Rajasthan,484096,Consumer,2024-02-11
10261,Customer_10261,customer10261@example.com,9949472217,Gurugram,Telangana,484096,Consumer,2024-11-28
10262,Customer_10262,customer10262@example.com,9327174085,Kochi,Kerala,484096,Consumer,2023-07-20
10263,Customer_10263,customer10263@example.com,9498129398,Jaipur,Kerala,484096,Consumer,2023-05-27
10264,Customer_10264,customer10264@example.com,9839316547,Gurugram,Maharashtra,484096,Consumer,2026-02-06
10265,Customer_10265,customer10265@example.com,9447262390,Chennai,West Bengal,484096,Consumer,2025-03-30
10266,Customer_10266,customer10266@example.com,9149905866,Mumbai,Telangana,484096,Corporate,2022-10-16
10267,Customer_10267,customer10267@example.com,9613911991,Delhi,Karnataka,484096,Home Office,2022-07-19
10268,Customer_10268,customer10268@example.com,9328233509,Kolkata,West Bengal,484096,Home Office,2023-06-12
10269,Customer_10269,customer10269@example.com,9605874711,Gurugram,Telangana,484096,Home Office,2024-07-05
10270,Customer_10270,customer10270@example.com,9668249203,Chennai,Haryana,484096,Consumer,2026-03-07
10271,Customer_10271,customer10271@example.com,9673505733,Delhi,Haryana,484096,Corporate,2025-06-25
